
 Lista de Imóveis da Caixa;;Data de geração:;03/06/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8555539946080 ;SP ;PIRACICABA ;PIRACICAMIRIM ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 401, BL 66 VG 1085 ;102.267,00;177.000,00;42.23;Não;Apartamento, 146.03 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539946080
 8787704669599 ;SP ;PIRACICABA ;DOIS CORREGOS ;RUA ANTONIO DE MORAES BARROS, N. 264, Apto 203, 2 PAVIMENTO 1 ANDAR BL 23 ;78.201,87;135.000,00;42.08;Não;Apartamento, 89.91 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704669599
 8555538580502 ;SP ;PIRACICABA ;NOVO HORIZONTE ;RUA ZULMIRA FERREIRA DO VALE, N. 1222, Apto 24, BL 01, VAGA 08 ;87.819,45;150.000,00;41.46;Não;Apartamento, 123.50 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538580502
 8787717046161 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 106, TORRE 12 ;81.964,82;140.000,00;41.46;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717046161
 8555537624565 ;SP ;PIRACICABA ;MONTE LIBANO ;RUA ETORE GALESI, N. 220, Apto 32, TIPO 1 BL 03 ;84.892,14;145.000,00;41.46;Não;Apartamento, 206.57 de área total, 44.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537624565
 8787714815490 ;SP ;PIRACICABA ;SAO JORGE ;RUA ANDRES JOSE TUMANG ANTIGA RUA PRINCIPAL 01, N. 800, Apto 40, CJ J VG 40 LOT AQUARIUS ;90.746,77;155.000,00;41.46;Não;Apartamento, 113.12 de área total, 45.37 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714815490
 8555532075440 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA NOSSA SENHORA DO CARMO, N. 505, Apto 301, BL 05 ;106.667,03;180.000,00;40.75;Não;Apartamento, 109.07 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532075440
 8555536560873 ;SP ;PIRACICABA ;NOVO HORIZONTE ; RUA ZULMIRA FERREIRA DO VALE, N. 1222, Apto 32, BL 16 ;93.037,35;157.000,00;40.75;Não;Apartamento, 123.50 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536560873
 8555539309330 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 3680, Apto 311, TORRE 02 ;97.778,11;165.000,00;40.75;Não;Apartamento, 87.08 de área total, 45.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539309330
 8555539755500 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 3680, Apto 417, TORRE 01 ;96.889,22;163.500,00;40.75;Não;Apartamento, 87.08 de área total, 45.64 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539755500
 8787705185897 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;AVENIDA DAS ONDAS, N. 4604, Apto 401, BL 17 VAGA 372 ;106.667,03;180.000,00;40.75;Não;Apartamento, 148.38 de área total, 52.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705185897
 8787711484787 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 418, TORRE 10 ;100.741,08;170.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711484787
 8787713670588 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 313, TR 14 ;100.148,49;169.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713670588
 8787714042637 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 312, TORRE 14 ;100.741,08;170.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714042637
 8787714900960 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 415, TORRE 09 ;100.741,08;170.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714900960
 8787710710147 ;SP ;PIRACICABA ;POMPEIA ;RUA ANTONIO DE TOLEDO, N. 165, Apto 14C, BL 1C ;93.629,95;158.000,00;40.75;Não;Apartamento, 93.02 de área total, 39.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710710147
 8787713789011 ;SP ;PIRACICABA ;POMPEIA ;RUA PEREIRA BARRETO, N. 200, Apto 409, TORRE 04 ;103.704,06;175.000,00;40.75;Não;Apartamento, 95.60 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713789011
 8787718340098 ;SP ;PIRACICABA ;POMPEIA ;RUA PEREIRA BARRETO, N. 200, Apto 308, TORRE 03 ;106.667,03;180.000,00;40.75;Não;Apartamento, 95.60 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718340098
 8787712715910 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 405, TORRE 14 ;103.882,76;175.301,57;40.75;Não;Apartamento, 72.53 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712715910
 8787713372617 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 408, TORRE 10 ;101.922,36;171.993,40;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713372617
 8787714171810 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 308, TORRE 13 ;100.741,08;170.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714171810
 8787714338501 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 403, TORRE 09 ;101.926,27;172.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714338501
 8787715464551 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 108, TORRE 14 TÉRREO ;103.704,06;175.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715464551
 8787715580497 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 214, TORRE 08 ;100.741,08;170.000,00;40.75;Não;Apartamento, 0.00 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715580497
 8787717197739 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 309, TORRE 13 ;106.667,03;180.000,00;40.75;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717197739
 8787713152781 ;SP ;PIRACICABA ;RESIDENCIAL ITAPORANGA ;RUA PEREIRA BARRETO, N. 200, Apto 403, TR 4 ;106.667,03;180.000,00;40.75;Não;Apartamento, 95.60 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713152781
 8444429782340 ;SP ;PIRACICABA ;RESIDENCIAL SANTO ANTONIO ;RUA MANOEL VALVERDE, N. 385, PARTE LT 56 QD 06 ;96.324,47;162.547,00;40.75;Não;Casa, 35.00 de área total, 35.00 de área privativa, 126.08 de área do terreno,  1 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429782340
 8444432133829 ;SP ;PIRACICABA ;ONDAS ;AVENIDA DAS ONDAS, N. 4555, Apto 302, BL 10 PAVIMENTO 3 GARAGEM 179 ;103.704,06;175.000,00;40.75;Não;Apartamento, 102.22 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432133829
 8787707864619 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;AVENIDA DAS ONDAS, N. 4604, Apto 301, BL 06 VG 468 469 ;116.661,08;193.015,35;39.56;Não;Apartamento, 44.27 de área total, 44.27 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707864619
 8787705637682 ;SP ;PIRACICABA ;VILA SONIA ;RUA LEONILDA RODRIGUES DO AMARAL, N. 626, Apto 104, BL 07 ;122.998,15;203.500,00;39.56;Não;Apartamento, 107.08 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705637682
 8787716482219 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 106, TORRE 08 ;117.860,63;195.000,00;39.56;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716482219
 8787716673219 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 308, TORRE 09 ;117.860,63;195.000,00;39.56;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716673219
 8787717398033 ;SP ;PIRACICABA ;AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 116, TORRE 11 ;120.882,70;200.000,00;39.56;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717398033
 8444428895213 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 402, BL 21 ;125.113,59;207.000,00;39.56;Não;Apartamento, 143.54 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428895213
 8787715770776 ;SP ;PIRACICABA ;POMPEIA ;RUA PEREIRA BARRETO, N. 200, Apto 101, 1 PAV TORRE 02 ;118.162,84;195.500,00;39.56;Não;Apartamento, 95.60 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715770776
 8787717333799 ;SP ;PIRACICABA ;POMPEIA ;RUA PEREIRA BARRETO, N. 200, Apto 310, TORRE 4 ;111.816,50;185.000,00;39.56;Não;Apartamento, 95.60 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717333799
 8787718408636 ;SP ;PIRACICABA ;POMPEIA ;RUA PEREIRA BARRETO, N. 200, Apto 305, PAV 03, TR 02 ;120.882,70;200.000,00;39.56;Não;Apartamento, 75.87 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718408636
 8787718416388 ;SP ;PIRACICABA ;PARQUE RESIDENCIAL PIRACICABA ;RUA IDVALDO LUIZ GALANI, N. 140, CS 383 QD L ;128.740,08;213.000,00;39.56;Não;Casa, 181.33 de área total, 54.42 de área privativa, 77.77 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718416388
 8787719379036 ;SP ;PIRACICABA ;PARQUE RESIDENCIAL PIRACICABA ;RUA IDVALDO LUIZ GALANI, N. 140, CS 361 QD K ;120.882,70;200.000,00;39.56;Não;Casa, 181.33 de área total, 54.42 de área privativa, 77.77 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719379036
 8444425482058 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA JOSE APARECIDO MIGUEL DA SILVA, N. 88, LT 04 QD B ;151.851,52;248.000,00;38.77;Não;Casa, 56.24 de área total, 56.24 de área privativa, 175.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425482058
 8555538556334 ;SP ;PIRACICABA ;NOVO HORIZONTE ;RUA ZULMIRA FERREIRA DO VALE, N. 1222, Apto 43, BL 12 VG 202 ;104.992,75;170.000,00;38.24;Não;Apartamento, 111.00 de área total, 44.13 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538556334
 8555539202595 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 3680, Apto 314, TORRE 3 ;98.816,70;160.000,00;38.24;Não;Apartamento, 87.08 de área total, 45.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539202595
 8555522613279 ;SP ;PIRACICABA ;JARDIM PARQUE JUPIA ;RUA ELIAS FUZARO, N. 200, Apto 33, BL 02 ST 29 QD 109 SUB LT 27 ;92.577,31;137.000,00;32.43;Não;Apartamento, 56.53 de área total, 52.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522613279
 8787711491066 ;SP ;PIRACICABA ;SAO JORGE ;RUA PRINCIPAL 01, N. 501, CS 99 ;123.990,20;165.000,00;24.86;Não;Casa, 0.00 de área total, 45.37 de área privativa, 117.49 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711491066
 8787707673473 ;SP ;PIRACICABA ;VILA SONIA ;RUA LISBOA, N. 400, Apto 303, ;188.323,21;188.323,21;0.00;Não;Apartamento, 43.01 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707673473
 8787716600009 ;SP ;PIRACICABA ;VILA FATIMA ;AVENIDA BRASILIA, N. 850, Apto 808, TR 01 VG 68 ;270.635,98;250.000,00;0.00;Não;Apartamento, 84.33 de área total, 44.33 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716600009
 8787721071876 ;SP ;PIRACICABA ;VILA FATIMA ;AVENIDA BRASILIA, N. 850, Apto 1106, TR 02 VG 125 ;288.728,43;258.461,76;0.00;Não;Apartamento, 89.16 de área total, 48.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721071876
 8787715056810 ;SP ;PIRACICABA ;VALE DO SOL ;RUA ANTONIO RAMIRO ESPANHOL, N. 1068, LT 11 QD B ;279.060,61;240.000,00;0.00;Não;Casa, 85.61 de área total, 45.61 de área privativa, 226.41 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715056810
 8787715599813 ;SP ;PIRACICABA ;SAO JORGE ;RUA ANDRES JOSE TUMANG, N. 800, CS 60 CJ O VAGA 60 ;187.642,39;160.000,00;0.00;Não;Casa, 113.12 de área total, 45.37 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715599813
 8787712639032 ;SP ;PIRACICABA ;CHACARAS AGUA BRANCA ;RUA FRANCISCO ANTONIO DA ROCHA, N. 185, Apto 114, TR 14 ;208.886,17;175.000,00;0.00;Não;Apartamento, 91.27 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712639032
 8787716406024 ;SP ;PIRACICABA ;POMPEIA ;RUA PEREIRA BARRETO, N. 200, Apto 412, TORRE 1 ;211.826,32;174.981,79;0.00;Não;Apartamento, 95.51 de área total, 45.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716406024
 8555537624506 ;SP ;PIRACICABA ;PAULICEIA ;RUA ETORE GALESI, N. 220, Apto 34, BL 01 VG 133 VG 134 ;160.756,19;130.000,00;0.00;Não;Apartamento, 233.54 de área total, 44.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537624506
 1555535624055 ;SP ;PIRACICABA ;VALE DO SOL ;RUA OSMAIL JOSE TORRES, N. 12, LT 01 QD A ;255.147,01;198.000,00;0.00;Não;Casa, 60.00 de área total, 60.00 de área privativa, 347.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555535624055
 8787715463784 ;SP ;PIRACICABA ;JARDIM PARQUE JUPIA ;RUA DOS MANDIS, N. 1081, Apto 102, BLOCO 08 ;204.593,25;150.000,00;0.00;Não;Apartamento, 106.63 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715463784
 8444424616093 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA GERALDO ANTONIO BERNO, N. SN, LT 03 QD L ;193.391,05;140.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 280.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424616093
 8787703819120 ;SP ;PIRACICABA ;VILA SONIA ;RUA CORCOVADO, N. 3795, Apto 02, BL 13 SETOR 47 QD 49 LT 170 ;198.212,73;140.000,00;0.00;Não;Apartamento, 66.16 de área total, 47.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703819120
 8787705806859 ;SP ;PIRACICABA ;VILA SONIA ;RUA LEONILDA RODRIGUES DO AMARAL, N. 626, Apto 103, BL 01 ;199.831,82;140.000,00;0.00;Não;Apartamento, 97.17 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705806859
 8555540034773 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1423, Apto 403, BL 03 VG 237 E 238 SETOR 55 QD 03 LT 8 ;240.319,26;165.000,00;0.00;Não;Apartamento, 151.04 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540034773
 8787701382914 ;SP ;PIRACICABA ;VILA SONIA ;RUA CORCOVADO, N. 3795, Apto 31, BL 18 ;200.512,43;126.000,00;0.00;Não;Apartamento, 66.16 de área total, 47.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701382914
 8555532816857 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 2277, Apto 102, BL 07 VG 171 ;262.236,98;161.000,00;0.00;Não;Apartamento, 109.37 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532816857
 8787709432651 ;SP ;PIRACICABA ;JARDIM PLANALTO ;RUA PEDRO HABECHIAN, N. 20, Apto 114, TR 04 ;257.691,06;155.000,00;0.00;Não;Apartamento, 0.00 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709432651
