
 Lista de Imóveis da Caixa;;Data de geração:;03/06/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444406302104 ;PA ;MAE DO RIO ;BAIRRO TUBILANDIA ; AVENIDA JANDAIRA, N. 152, ;46.080,73;83.500,00;44.82;Não;Casa, 59.85 de área total, 59.85 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406302104
 8444408426609 ;PA ;MAE DO RIO ;TUBILANDIA ;AVENIDA MANDURI, N. 211, ;58.285,46;102.000,00;42.86;Não;Casa, 0.00 de área total, 57.46 de área privativa, 318.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408426609
 8444405173238 ;PA ;MAE DO RIO ;SEVERINO OLIVEIRA ; RUA ZEVERINO DA LUZ, N. 04, QD 2 ;147.000,00;147.000,00;0.00;Não;Casa, 70.00 de área total, 70.00 de área privativa, 165.33 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405173238
 8444423476220 ;PA ;MARABA ;DELTA PARK 2 ETAPA ; RUA 24, N. 0, QD59 LT34B ;96.592,92;163.000,00;40.75;Não;Terreno, 60.00 de área total, 0.00 de área privativa, 155.08 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423476220
 1444408638560 ;PA ;MARABA ;RESIDENCIAL VALE DO TOCANTINS ; ALAMEDA DO TAPEREBA, N. SN, QD 26 LT 09 ;171.437,55;269.000,00;36.27;Não;Casa, 70.00 de área total, 70.00 de área privativa, 265.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408638560
 1444403944662 ;PA ;MARAPANIM ;BAIRRO DA BARRACA ; TRAVESSA BOM INTENTO, N. 955, 955, ;173.365,42;279.000,00;37.87;Sim;Casa, 310.08 de área total, 310.08 de área privativa, 363.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403944662
 8555537041675 ;PA ;MARITUBA ;URIBOCA ;RDV BR 316 KM 12, N. 2184, Apto 201, BL 47 VG 926 ;221.000,00;221.000,00;0.00;Não;Apartamento, 0.00 de área total, 55.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537041675
 8555533779513 ;PA ;MARITUBA ;URIBOCA ; RODOVIA BR 316, N. 2184A, Apto 101, BL 02 KM 12 LT 01 ST IV VG 15 ;177.000,00;177.000,00;0.00;Não;Apartamento, 85.43 de área total, 43.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533779513
 1444424410438 ;PA ;MARITUBA ;SAO JOAO ;RODOVIA ALCA VIARIA, N. SN, LOTE 12 ;2.172.000,00;2.172.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 10000.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444424410438
 8444420618970 ;PA ;MOJU ;BAIRRO ALMIR GABRIEL ; RUA RIO GRANDE DO NORTE, N. 15, QD 80 LT15 ;57.794,63;102.000,00;43.34;Não;Casa, 80.64 de área total, 80.64 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420618970
 1444414972611 ;PA ;MOJU ;BAIRRO ALMIR GABRIEL ; RUA PIAUÍ (ANTIGA RUA RIO GRANDE DO NORTE), N. SN, QD 64 LT 11 ;70.473,01;124.000,00;43.17;Não;Casa, 70.00 de área total, 70.00 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414972611
 8444408620332 ;PA ;MOJU ;NOVA PAROLANDIA ;TRAVESSA SÃO BERNARDINO, N. SN, QD Y07 LT 02 ;58.285,46;102.000,00;42.86;Não;Casa, 69.84 de área total, 69.84 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408620332
 8444411834666 ;PA ;MOJU ;BAIRRO ALMIR GABRIEL ; RUA MARANHÃO, N. SN, QD 86 LT 07 ;54.997,19;95.000,00;42.11;Não;Casa, 69.04 de área total, 69.04 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411834666
 8444414334249 ;PA ;MOJU ;CENTRO ; RUA AMAZONAS, N. SN, LT 02A QD 33 ;79.360,41;137.000,00;42.08;Não;Casa, 69.97 de área total, 69.97 de área privativa, 373.63 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414334249
 8444415718270 ;PA ;MOJU ;BAIRRO PEDREIRA ; RUA JOÃO GORDO DA SILVA, N. SN, QD O-13 LT 01-A ;62.029,33;104.000,00;40.36;Não;Casa, 65.65 de área total, 65.65 de área privativa, 65.65 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415718270
 8444423267753 ;PA ;MOJU ;NOVO HORIZONTE ; TRAVESSA TEÓFILO DA SILVA SANTOS, N. S/N, QUADRA 49, LOTE 09 ;46.049,95;76.000,00;39.41;Não;Casa, 49.03 de área total, 49.03 de área privativa, 360.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423267753
 1444418001076 ;PA ;MOJU ;CENTRO ; RUA SANTA CATARINA, N. SN, LOTE 20,QUADRA 72 ;125.884,66;200.000,00;37.06;Não;Casa, 119.00 de área total, 119.00 de área privativa, 141.70 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418001076
 1444408808082 ;PA ;MOJU ;CENTRO ;RUA SAO PAULO, N. 0, LT 10, QD 71 ;386.156,40;360.000,00;0.00;Não;Casa, 0.00 de área total, 69.98 de área privativa, 360.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408808082
 1444405011930 ;PA ;NOVO PROGRESSO ;SETOR INDUSTRIAL ; RUA SUCUPIRA, N. SN, LT 01 QD 510 SETOR 18 ;86.512,91;152.000,00;43.09;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 994.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405011930
 1444423382872 ;PA ;NOVO REPARTIMENTO ;BAIRRO DOM PEDRO I ; RUA BELA VISTA, N. SN, QUADRA 11 ;281.692,92;442.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 3200.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423382872
 10005082 ;PA ;ORIXIMINA ;BAIRRO N S DAS GRAÇA ;RUA 31 DE MARÇO, N. 1759 ;169.886,07;355.000,00;52.15;Sim;Casa, 0.00 de área total, 266.00 de área privativa, 750.00 de área do terreno,  5 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10005082
 8444414434723 ;PA ;ORIXIMINA ;NOSSA SENHORA ;TV SANTA LUZIA, N. 1843, CASA ;110.771,79;210.045,78;47.27;Não;Casa, 0.00 de área total, 97.50 de área privativa, 414.00 de área do terreno, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414434723
 1555530167055 ;PA ;OURILANDIA DO NORTE ;CENTRO ; RUA 08, N. SN, LOTE 018 QD 006 SETOR 002 ;178.448,00;280.000,00;36.27;Sim;Casa, 116.30 de área total, 96.70 de área privativa, 142.50 de área do terreno, a.serv, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555530167055
 10198798 ;PA ;PARAGOMINAS ;NOVA CONQUISTA ;AVENIDA JOÃO MARIA DE SOUZA, N. 605, LT A1 ;1.096.758,46;2.566.000,00;57.26;Sim;Gleba Urbana, 0.00 de área total, 0.00 de área privativa, 20000.08 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10198798
 1444417962170 ;PA ;PARAGOMINAS ;JARDIM ATLANTICO ; RUA PROJETADA, N. SN, CS 21 ;179.452,46;210.000,00;14.55;Não;Casa, 128.23 de área total, 51.29 de área privativa, 103.44 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417962170
 1444408264970 ;PA ;PARAUAPEBAS ;NOVO VIVER ; RUA MARACATIARA, N. 214, QD 09 LT 07-A ;125.884,66;200.000,00;37.06;Não;Casa, 60.48 de área total, 60.48 de área privativa, 177.57 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408264970
 1444404200071 ;PA ;PARAUAPEBAS ;BAIRRO DOS MINÉRIOS ;RUA 11, N. 0, QD 30 LT 11B ;214.000,00;214.000,00;0.00;Não;Casa, 0.00 de área total, 73.40 de área privativa, 160.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404200071
 1444415294889 ;PA ;PARAUAPEBAS ;MINERIOS ; RUA OITO, N. 129, ;239.000,00;239.000,00;0.00;Não;Casa, 57.80 de área total, 57.80 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415294889
 8444434953521 ;PA ;PARAUAPEBAS ;NOVO VIVER ; RUA MACANAIBA, N. 202, ;205.000,00;205.000,00;0.00;Não;Casa, 51.20 de área total, 51.20 de área privativa, 160.26 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434953521
 1444408541094 ;PA ;SALINOPOLIS ;SALINOPOLIS ;ESTRADA DO AEROPORTO, N. S/N, AO LADO DO ALPHA PARK ;108.139,16;225.000,00;51.94;Não;Gleba, 0.00 de área total, 0.00 de área privativa, 10137.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408541094
 1444408596352 ;PA ;SANTA BARBARA DO PARA ;CENTRO ; RUA RAIMUNDO DA VERA CRUZ, N. 76, QD 006 ;109.771,42;218.000,00;49.65;Não;Casa, 169.15 de área total, 169.15 de área privativa, 483.80 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408596352
 8444401515207 ;PA ;SANTA BARBARA DO PARA ;LOT RES DO TOM ;RUA PROJETADA B, N. 20, LT 20 QD 02 ;74.146,96;128.000,00;42.08;Não;Casa, 0.00 de área total, 61.55 de área privativa, 128.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401515207
 1444406579582 ;PA ;SANTA BARBARA DO PARA ;BAIRRO PAU D ARCO ;RODOVIA AUGUSTO MEIRA FILHO (TRAVESSA RUBI), N. S/N, PA391 KM13 QD B LT A6 CH JD PAU DARCO ;43.129,84;71.180,71;39.41;Não;Casa, 0.00 de área total, 70.00 de área privativa, 1275.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406579582
 8444426510853 ;PA ;SANTA BARBARA DO PARA ;CENTRO ; RODOVIA AUGUSTO MEIRA FILHO TRAVESSA GAIVOTA, N. SN, LT 100 QD H KM 14 ;160.000,00;160.000,00;0.00;Não;Casa, 69.88 de área total, 69.88 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426510853
 8444431596434 ;PA ;SANTA BARBARA DO PARA ;CENTRO ;RUA VIOLETA, N. 158, QD 07 ;142.925,10;62.606,26;0.00;Não;Casa, 61.99 de área total, 61.99 de área privativa, 200.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431596434
 10007428 ;PA ;SANTA ISABEL DO PARA ;SANTA ISABEL DO PARA ;RODOVIA BR-316 KM 42, N. S/N, LOTE 10 - RAMAL JOÃO NOVO ;729.918,24;4.140.000,00;82.37;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 108900.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10007428
 8555536343821 ;PA ;SANTA ISABEL DO PARA ;SANTA LUCIA ;RUA JATOBA, N. SN, LT 24, QD C ;58.842,78;144.000,00;59.14;Não;Casa, 0.00 de área total, 65.27 de área privativa, 139.61 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536343821
 8444420716158 ;PA ;SANTA MARIA DO PARA ;MUTIRAO ; RUA SEVERINO BORGES, N. 372, ;98.000,00;98.000,00;0.00;Não;Casa, 58.20 de área total, 42.00 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420716158
 8444404577700 ;PA ;SANTO ANTONIO DO TAUA ;SOL NASCENTE ; TRAVESSA SANTO AMARO, N. 0, QD A, LT 08 ;65.270,92;135.000,00;51.66;Não;Casa, 0.00 de área total, 67.00 de área privativa, 279.27 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404577700
 8444405387688 ;PA ;SANTO ANTONIO DO TAUA ;CONJUNTO NOVO TAUA ; TRAVESSA SANTO AMARO, N. SN, LT 11 QD A ;37.908,99;77.000,00;50.77;Não;Casa, 0.00 de área total, 60.32 de área privativa, 173.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405387688
 8444419284754 ;PA ;SANTO ANTONIO DO TAUA ;CENTRO ;TRAVESSIA NOSSA SENHORA DE NAZARE, N. SN, LT 39 QD C ;46.324,37;93.500,00;50.46;Não;Casa, 0.00 de área total, 67.00 de área privativa, 178.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419284754
 8444421944820 ;PA ;SANTO ANTONIO DO TAUA ;SANTA RITA ;RUA FIGUEIRA, N. SN, LT 15 QD C ;75.305,50;130.000,00;42.08;Não;Casa, 57.70 de área total, 57.70 de área privativa, 130.79 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421944820
 8444422155587 ;PA ;SANTO ANTONIO DO TAUA ;SANTA RITA ; RUA FIGUEIRA, N. SN, LT 13 QD C ;78.201,87;135.000,00;42.08;Não;Casa, 57.70 de área total, 57.70 de área privativa, 130.79 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422155587
 8444422758141 ;PA ;SANTO ANTONIO DO TAUA ;SANTA RITA ;RUA JUAZEIRO, N. S/N, LT 03 QD B ;78.781,14;136.000,00;42.08;Não;Casa, 60.67 de área total, 60.67 de área privativa, 130.79 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422758141
 8444429600640 ;PA ;SANTO ANTONIO DO TAUA ;CENTRO ; RUA DAS ANDIROBAS, N. 05, CASA 05 ;94.815,14;160.000,00;40.75;Não;Casa, 65.05 de área total, 65.05 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429600640
 8444405361247 ;PA ;SANTO ANTONIO DO TAUA ;SOL NASCENTE ; TRAVESSA SANTO AMARO, N. 13, LT 13 QD A ;56.769,19;94.000,00;39.61;Não;Casa, 66.33 de área total, 66.33 de área privativa, 166.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405361247
 1320000000590 ;PA ;SANTO ANTONIO DO TAUA ;CENTRO ; RUA PRESIDENTE VARGAS, N. 348, ;220.510,75;346.000,00;36.27;Sim;Casa, 0.00 de área total, 272.92 de área privativa, 400.00 de área do terreno,  2 qto(s), varanda, WC, 3 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1320000000590
 8787701889822 ;PA ;SAO CAETANO DE ODIVELAS ;FAROL DE ITAIPU ;RUA DOS COMODOROS (PROJETADA), N. SN, LT 69 QD 1 ;77.622,60;134.000,00;42.08;Não;Casa, 52.18 de área total, 52.18 de área privativa, 221.50 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701889822
 1555539038819 ;PA ;SAO DOMINGOS DO ARAGUAIA ;CENTRO ; RUA ACRISIO SANTOS, N. 134, ;146.026,21;232.000,00;37.06;Sim;Casa, 113.62 de área total, 113.62 de área privativa, 568.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555539038819
 8787702046365 ;PA ;SAO DOMINGOS DO CAPIM ;PONTO CERTO ;TRAVESSA PROJETADA 04, N. SN, LT 73 ;50.365,85;87.000,00;42.11;Não;Casa, 54.18 de área total, 54.18 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702046365
 8444413196004 ;PA ;SAO FRANCISCO DO PARA ;ALMIR GABRIEL ; RUA CONCEIÇÃO AURELIO, N. 121, ;72.938,82;125.914,40;42.08;Não;Casa, 51.67 de área total, 51.67 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413196004
 1444419144903 ;PA ;SAO LUIZ DO TAPAJOS ;JARDIM AMERICA II ;AV DOS BURITIS, N. SN, LT 08 QD 16 ;263.513,52;447.000,00;41.05;Não;Casa, 0.00 de área total, 70.00 de área privativa, 250.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419144903
 8444411957300 ;PA ;SAO MIGUEL DO GUAMA ;SAO MIGUEL ARCANJO ;RUA DAS HORTENCIAS, N. 283, QD 11 LT 233 ;50.004,47;102.000,00;50.98;Não;Casa, 0.00 de área total, 67.15 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411957300
 8444406996297 ;PA ;SAO MIGUEL DO GUAMA ;PADRE ALBERTO MARIA ; RUA TEOFILO ALVES DA SILVA, N. SN, ;85.466,19;140.000,00;38.96;Sim;Casa, 75.80 de área total, 75.80 de área privativa, 195.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406996297
 8444411359976 ;PA ;TERRA ALTA ;CENTRO ; AL CENTRAL, N. 19, CS LT 02 QD A ;35.028,90;67.000,00;47.72;Não;Casa, 55.44 de área total, 55.44 de área privativa, 170.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411359976
 8555537906340 ;PA ;TOME-ACU ;Ipitinga ; VICINAL DO IPITINGA, N. S/N, CASA 63 ;54.885,47;113.000,00;51.43;Não;Casa, 206.07 de área total, 55.85 de área privativa, 144.40 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537906340
 8444414417535 ;PA ;TOME-ACU ;QUATRO BOCAS ; KM-09 RODOVIA PA-140 RUA 16, N. SN, QD 20 LT 37 ;81.774,54;151.000,00;45.85;Não;Casa, 51.32 de área total, 51.32 de área privativa, 203.78 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414417535
 1444408561613 ;PA ;TRACUATEUA ;NOVA ESPERANCA ;RUA TRANCOLINO DE MELO, N. 63 ;49.858,86;116.000,00;57.02;Não;Casa, 0.00 de área total, 115.00 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408561613
 8444415844542 ;PA ;TUCURUI ;COLINAS ;RUA JACINTO RAMOS, N. 501 ;121.387,14;284.000,00;57.26;Não;Casa, 0.00 de área total, 148.30 de área privativa, 173.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 3 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415844542
 8444410765695 ;PA ;TUCURUI ;BELA VISTA ;AVENIDA RIO DE JANEIRO, N. 115, ;112.352,05;204.000,00;44.93;Não;Casa, 132.66 de área total, 132.66 de área privativa, 312.95 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410765695
 8444425984070 ;PA ;TUCURUI ;RES CENTRAL PARK 2 F ; AVENIDA SANTARÉM, N. SN, LT 72, QD 05 ;108.444,81;183.000,00;40.75;Não;Casa, 59.12 de área total, 59.12 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425984070
 1444417406919 ;PA ;TUCURUI ;SANTA ISABEL ;RUA JOSE NERYS TORRES, N. 31, ;211.939,01;356.000,00;40.47;Sim;Casa, 144.41 de área total, 144.41 de área privativa, 192.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417406919
 1444406163386 ;PA ;TUCURUI ;COLINAS ;TRAVESSA ALCINDO LEAL, N. 4, ;291.889,95;458.000,00;36.27;Sim;Casa, 0.00 de área total, 208.00 de área privativa, 146.64 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406163386
 10290985 ;PA ;TUCURUI ;JARDIM COLORADO ;RUA N-2 KM 1, N. 00, RODOVIA TRANSCOMETA - ROD BR-422 ;2.240.000,00;2.240.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 17298.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10290985
 10147855 ;PA ;ULIANOPOLIS ;ULIANÓPOLIS ;AVENIDA GUERINO ULIANO, N. S/N, QUADRA C,LTS 3,5,9,11,13,15, 17,19 E 2 ;801.794,47;1.693.000,00;52.65;Não;Galpão, 0.00 de área total, 1000.00 de área privativa, 3600.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10147855
 1444402471655 ;PA ;VIGIA ;ARAPIRANGA ; TRAVESSA DIOGO HOLANDA, N. 351, ;124.760,61;230.000,00;45.76;Não;Casa, 0.00 de área total, 200.00 de área privativa, 290.50 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, 3 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402471655
